,id,budget,popularity,runtime,revenue,popularity2,rating,totalVotes,logRevenue,release_month,release_day,release_year,release_dayofweek,has_homepage,has_collection,_status,_total_genres,_total_prod_comp,_total_prod_countries,_total_spoken_languages,original_language_cn,original_language_de,original_language_en,original_language_es,original_language_fr,original_language_hi,original_language_it,original_language_ja,original_language_ko,original_language_others,original_language_ru,original_language_ta,original_language_zh,_production_company_Columbia Pictures,_production_company_Columbia Pictures Corporation,_production_company_Metro-Goldwyn-Mayer (MGM),_production_company_Miramax Films,_production_company_New Line Cinema,_production_company_NotKnown,_production_company_Paramount Pictures,_production_company_TriStar Pictures,_production_company_Twentieth Century Fox Film Corporation,_production_company_United Artists,_production_company_Universal Pictures,_production_company_Walt Disney Pictures,_production_company_Warner Bros.,_production_company_others,_genres_Action,_genres_Adventure,_genres_Animation,_genres_Comedy,_genres_Crime,_genres_Documentary,_genres_Drama,_genres_Fantasy,_genres_Horror,_genres_NotKnown,_genres_Romance,_genres_Thriller,_genres_others,_production_country_Australia,_production_country_Canada,_production_country_China,_production_country_France,_production_country_Germany,_production_country_Hong Kong,_production_country_India,_production_country_Italy,_production_country_Japan,_production_country_NotKnown,_production_country_Russia,_production_country_Spain,_production_country_United Kingdom,_production_country_United States of America,_production_country_others,_spoken_languages_Deutsch,_spoken_languages_English,_spoken_languages_Español,_spoken_languages_Français,_spoken_languages_NotKnown,_spoken_languages_Pусский,_spoken_languages_others,_spoken_languages_हिन्दी,_spoken_languages_日本語,_keywords_based on novel,_keywords_female nudity,_keywords_independent film,_keywords_london england,_keywords_new york,_keywords_notavailable,_keywords_others,_keywords_paris,_keywords_prison,_keywords_sex,_keywords_suicide
2387,2388,90000000.0,12.980624,94.0,886686817,17.128,6.6,4217.0,29.723849385219744,6,29,2009,0,1,1,1,4.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2388,2389,30000000.0,6.793972,109.0,95714875,9.399,7.3,1066.0,26.512239814848606,6,26,2009,4,1,0,1,1.0,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2389,2390,49562226.64198369,6.228255,87.0,20000000,8.707,8.4,282.0,24.253496664211536,7,19,1997,5,0,1,1,3.0,9.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2390,2391,7500000.0,0.494047,155.0,10000000,2.353,4.9,21.0,23.253496664211536,7,23,2010,4,1,0,1,2.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2391,2392,5500000.0,10.517835,130.0,141195658,14.402999999999999,6.7,919.0,27.07312048313162,12,16,1965,2,1,1,1,3.0,2.0,4.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2392,2393,5000000.0,4.281103,129.0,7338987,5.237,7.8,123.0,22.807149511012046,11,2,2002,5,0,1,1,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2393,2394,33271597.13962059,4.556825,90.0,694438,1.7690000000000001,7.5,17.0,19.405486369384484,9,3,1991,1,0,0,1,3.0,4.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2394,2395,35000000.0,9.576744999999999,88.0,147934180,9.747,5.7,1644.0,27.14038018286381,3,18,2001,6,0,1,1,4.0,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2395,2396,20937275.642995507,5.752416,115.0,248392,6.337999999999999,6.9,218.0,17.92225918363858,8,26,2015,2,0,0,1,2.0,15.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2396,2397,60000000.0,15.904834,133.0,204594016,6.678,6.0,1121.0,27.60818870861335,8,12,2010,3,1,0,1,1.0,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2397,2398,80000000.0,8.772188,117.0,309492681,11.113,6.6,779.0,28.20533005154375,11,8,1996,4,0,0,1,2.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2398,2399,18000000.0,6.108646,111.0,20275812,9.679,6.9,498.0,24.2732563564551,12,27,2013,4,0,0,1,1.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2399,2400,26096923.542001206,1.13376,133.0,15,8.029302914642594,6.36630811936155,933.938584316447,3.9068905956085187,11,5,2011,5,1,0,1,2.0,4.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2400,2401,18339162.30671044,9.916094000000001,110.0,688510,5.27,7.0,60.0,19.393118082821218,1,25,2000,1,0,0,1,3.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2401,2402,60000000.0,6.710215,109.0,37000000,8.052,4.9,641.0,25.141021934953123,11,22,1994,1,0,0,1,3.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2402,2403,60000000.0,10.776138000000001,101.0,170268750,9.53,5.7,1108.0,27.34323843570664,3,5,2004,4,0,0,1,2.0,5.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2403,2404,47000000.0,5.507082,125.0,15691192,6.568,5.5,199.0,23.903451616719448,12,21,1990,4,0,0,1,2.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2404,2405,37000000.0,13.081203,125.0,154026136,11.713,7.1,2237.0,27.198599935202864,9,15,2010,2,1,0,1,3.0,4.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2405,2406,2500000.0,5.465669999999999,102.0,3003,8.264,4.5,131.0,11.552188759557149,2,14,2012,1,0,0,1,1.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2406,2407,4000000.0,14.171675,111.0,65046687,18.239,7.4,3567.0,25.954972242747406,10,21,2016,4,1,0,1,1.0,4.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2407,2408,19383371.777601004,1.132307,99.0,1884814,8.029302914642594,6.36630811936155,933.938584316447,20.845990729678807,4,30,1993,4,0,0,1,3.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2408,2409,16000000.0,5.857368,91.0,4409328,1.994,5.7,16.0,22.072127369111286,2,1,1991,4,0,0,1,3.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2409,2410,32000000.0,7.177649000000001,129.0,48814909,8.151,7.2,902.0,25.54081850575749,9,13,2000,2,0,0,1,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2410,2411,20000000.0,6.312206,90.0,18599102,8.527000000000001,6.1,294.0,24.148729631167328,2,20,2009,4,1,0,1,1.0,4.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2411,2412,60000000.0,11.970205,123.0,223664608,15.639000000000001,7.3,2593.0,27.736761745927527,11,11,1994,4,0,1,1,2.0,1.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2412,2413,65000000.0,5.6277870000000005,93.0,44806783,9.078,5.4,818.0,25.417213813006054,11,21,2012,2,1,0,1,4.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2413,2414,3400000.0,0.40319,112.0,660537,1.669,6.6,8.0,19.333279850778638,10,4,1985,4,0,0,1,3.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2414,2415,18011392.436985917,5.916187,122.0,61801971,4.703,6.1,58.0,25.881149513774545,12,21,1979,4,0,0,1,4.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2415,2416,18369525.15821162,10.597116,98.0,23202734,9.095,7.1,368.0,24.46779147369588,4,16,1993,4,0,0,1,3.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2416,2417,2500000.0,11.898793,99.0,6341684,9.187000000000001,5.0,1387.0,22.596434560453872,6,26,2015,4,1,0,1,2.0,6.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2417,2418,3000000.0,12.416635000000001,100.0,4000000,10.572000000000001,7.4,1495.0,21.931568569324174,6,29,1971,1,0,0,1,2.0,2.0,1.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2418,2419,35000000.0,13.492845,108.0,113374103,12.571,5.7,663.0,26.756515895497053,7,7,1995,4,0,1,1,3.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2419,2420,55000000.0,6.709803,134.0,141047179,5.553,6.1,208.0,27.071602570833022,12,14,1996,5,1,0,1,3.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2420,2421,4000000.0,7.9599649999999995,103.0,4100000,6.862,3.8,202.0,21.967192479054894,4,28,2009,1,1,1,1,4.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2421,2422,18034336.88595023,8.260823,94.0,11576431,4.175,7.1,57.0,23.46468720491076,12,3,2003,2,1,0,1,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2422,2423,41485925.642440595,3.6597449999999996,102.0,6347072,1.4,4.5,16.0,22.597659777700937,2,18,1983,4,0,1,1,3.0,1.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2423,2424,500000.0,0.493342,157.0,500000,1.915,6.6,4.0,18.931568569324174,8,25,1999,2,0,0,1,2.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2424,2425,60000000.0,7.493614999999999,105.0,73648228,10.158,5.8,1053.0,26.134147478184584,7,28,1999,2,0,0,1,3.0,4.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2425,2426,18399938.279334486,5.952392,88.0,28061343,13.753,5.3,443.0,24.742080721390103,4,2,1987,3,0,1,1,2.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2426,2427,18057310.56351195,0.021580000000000002,105.0,1334173,8.029302914642594,6.36630811936155,933.938584316447,20.347514319849413,9,4,1983,6,0,1,1,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2427,2428,18080313.50690496,1.109111,91.0,1347988,8.029302914642594,6.36630811936155,933.938584316447,20.362376222804222,4,19,2002,4,0,0,1,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2428,2429,18430401.753306895,8.685761,108.0,34585416,7.846,6.9,367.0,25.04366047375016,10,4,1996,4,0,0,1,2.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2429,2430,15000000.0,5.951492,90.0,19158074,4.699,6.5,221.0,24.191449195519724,10,11,2002,4,0,0,1,5.0,1.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2430,2431,17000000.0,2.972529,154.0,10000000,4.763,6.8,56.0,23.253496664211536,5,6,1963,6,0,0,1,3.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2431,2432,40000000.0,14.767317000000002,134.0,320170008,14.944,7.2,3764.0,28.254262928488878,5,13,2016,4,1,1,1,1.0,7.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2432,2433,18460915.66349449,3.8982360000000003,81.0,580527,6.835,6.3,92.0,19.147003642062113,9,11,2006,0,0,0,1,2.0,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2433,2434,18491480.093400937,8.963037,87.0,32,9.842,6.0,157.0,5.0,2,1,1996,3,0,0,1,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2434,2435,18522095.126668155,3.967229,105.0,104507,5.315,5.1,90.0,16.67324005336557,5,29,2015,4,0,0,1,1.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2435,2436,62474046.09670684,3.7826150000000003,106.0,3956913,7.2829999999999995,6.9,62.0,21.915943914683215,3,4,1993,3,0,1,1,3.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2436,2437,4300000.0,3.6995519999999997,149.0,3376375,4.258,6.9,96.0,21.687043716436605,11,24,2016,3,0,0,1,2.0,3.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2437,2438,120000000.0,18.911960999999998,130.0,325756637,8.824,6.3,1007.0,28.279219331812318,3,15,2000,2,0,0,1,1.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2438,2439,6400000.0,9.57874,107.0,40084041,7.987,7.6,397.0,25.256524622764204,2,7,1986,4,0,0,1,2.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2439,2440,50000000.0,5.852263,110.0,26199517,8.576,6.2,337.0,24.643036879480835,8,4,2002,6,0,0,1,4.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2440,2441,27000000.0,11.15092,110.0,56308881,15.082,7.5,2083.0,25.746859145383997,2,24,2006,4,0,0,1,4.0,6.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2441,2442,3000000.0,4.947043,95.0,14418922,7.614,6.3,139.0,23.781459972799343,11,16,1984,4,0,0,1,3.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2442,2443,50000000.0,8.176147,98.0,106303988,7.939,5.5,811.0,26.66362047976755,3,12,2009,3,0,0,1,6.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2443,2444,68000000.0,34.047399,124.0,698491347,18.176,6.0,4551.0,29.379667002553948,6,23,2010,2,1,1,1,4.0,5.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
